nm	Abs
700.000000	0.002093
699.000000	0.001987
698.000000	0.001963
697.000000	0.002062
696.000000	0.001845
695.000000	0.001862
694.000000	0.001908
693.000000	0.001971
692.000000	0.001959
691.000000	0.002211
690.000000	0.002100
689.000000	0.002224
688.000000	0.002196
687.000000	0.002110
686.000000	0.002206
685.000000	0.002099
684.000000	0.002059
683.000000	0.002205
682.000000	0.002346
681.000000	0.002016
680.000000	0.002266
679.000000	0.002315
678.000000	0.002457
677.000000	0.002307
676.000000	0.002440
675.000000	0.002888
674.000000	0.002636
673.000000	0.002745
672.000000	0.002716
671.000000	0.002920
670.000000	0.003086
669.000000	0.002946
668.000000	0.003025
667.000000	0.003067
666.000000	0.002861
665.000000	0.002713
664.000000	0.002854
663.000000	0.002830
662.000000	0.002988
661.000000	0.002960
660.000000	0.003242
659.000000	0.003253
658.000000	0.002792
657.000000	0.002942
656.000000	0.002871
655.000000	0.003238
654.000000	0.003109
653.000000	0.003434
652.000000	0.003410
651.000000	0.003369
650.000000	0.003362
649.000000	0.003166
648.000000	0.003346
647.000000	0.003559
646.000000	0.003469
645.000000	0.003402
644.000000	0.003411
643.000000	0.003516
642.000000	0.003716
641.000000	0.003652
640.000000	0.003745
639.000000	0.003487
638.000000	0.003609
637.000000	0.003413
636.000000	0.003318
635.000000	0.003710
634.000000	0.003519
633.000000	0.003997
632.000000	0.003757
631.000000	0.003912
630.000000	0.004003
629.000000	0.004092
628.000000	0.004097
627.000000	0.004014
626.000000	0.003964
625.000000	0.004152
624.000000	0.004194
623.000000	0.004106
622.000000	0.004499
621.000000	0.004319
620.000000	0.004287
619.000000	0.004450
618.000000	0.004523
617.000000	0.004239
616.000000	0.004668
615.000000	0.004627
614.000000	0.004602
613.000000	0.004791
612.000000	0.005025
611.000000	0.004669
610.000000	0.004921
609.000000	0.004829
608.000000	0.004981
607.000000	0.004984
606.000000	0.005110
605.000000	0.004967
604.000000	0.005204
603.000000	0.005325
602.000000	0.005104
601.000000	0.005440
600.000000	0.005528
599.000000	0.005870
598.000000	0.005390
597.000000	0.005736
596.000000	0.005717
595.000000	0.005830
594.000000	0.005818
593.000000	0.006067
592.000000	0.005927
591.000000	0.006252
590.000000	0.006371
589.000000	0.006199
588.000000	0.006157
587.000000	0.006321
586.000000	0.006370
585.000000	0.006385
584.000000	0.006548
583.000000	0.006778
582.000000	0.006682
581.000000	0.007018
580.000000	0.006745
579.000000	0.006986
578.000000	0.006652
577.000000	0.006888
576.000000	0.006972
575.000000	0.006840
574.000000	0.007333
573.000000	0.007419
572.000000	0.007913
571.000000	0.007864
570.000000	0.007735
569.000000	0.008117
568.000000	0.008016
567.000000	0.008028
566.000000	0.008347
565.000000	0.008102
564.000000	0.008623
563.000000	0.008785
562.000000	0.008813
561.000000	0.008992
560.000000	0.008686
559.000000	0.009430
558.000000	0.008846
557.000000	0.009517
556.000000	0.009493
555.000000	0.009667
554.000000	0.009567
553.000000	0.009668
552.000000	0.010191
551.000000	0.010169
550.000000	0.010161
549.000000	0.010098
548.000000	0.010493
547.000000	0.010959
546.000000	0.011055
545.000000	0.010809
544.000000	0.010910
543.000000	0.011179
542.000000	0.011308
541.000000	0.011518
540.000000	0.011555
539.000000	0.011368
538.000000	0.011784
537.000000	0.011923
536.000000	0.012186
535.000000	0.012420
534.000000	0.012833
533.000000	0.012485
532.000000	0.012780
531.000000	0.012908
530.000000	0.013152
529.000000	0.013179
528.000000	0.013528
527.000000	0.013662
526.000000	0.014149
525.000000	0.014447
524.000000	0.014541
523.000000	0.014464
522.000000	0.014719
521.000000	0.015018
520.000000	0.014651
519.000000	0.015200
518.000000	0.015372
517.000000	0.015886
516.000000	0.015873
515.000000	0.016291
514.000000	0.016521
513.000000	0.016702
512.000000	0.016848
511.000000	0.017258
510.000000	0.017341
509.000000	0.017274
508.000000	0.017538
507.000000	0.017800
506.000000	0.018286
505.000000	0.018854
504.000000	0.018867
503.000000	0.018951
