nm	Abs
700.000000	0.025819
699.000000	0.025831
698.000000	0.025880
697.000000	0.026023
696.000000	0.026067
695.000000	0.026314
694.000000	0.026118
693.000000	0.026141
692.000000	0.026207
691.000000	0.026373
690.000000	0.026276
689.000000	0.026526
688.000000	0.026642
687.000000	0.026720
686.000000	0.026676
685.000000	0.026742
684.000000	0.026572
683.000000	0.026953
682.000000	0.027053
681.000000	0.027063
680.000000	0.026905
679.000000	0.027112
678.000000	0.026953
677.000000	0.027481
676.000000	0.027512
675.000000	0.027450
674.000000	0.027534
673.000000	0.027759
672.000000	0.027781
671.000000	0.027786
670.000000	0.027956
669.000000	0.028012
668.000000	0.028008
667.000000	0.028398
666.000000	0.028138
665.000000	0.027775
664.000000	0.028261
663.000000	0.028022
662.000000	0.028467
661.000000	0.028072
660.000000	0.028724
659.000000	0.028480
658.000000	0.028546
657.000000	0.028525
656.000000	0.028834
655.000000	0.028654
654.000000	0.028705
653.000000	0.028829
652.000000	0.028943
651.000000	0.028976
650.000000	0.029018
649.000000	0.029161
648.000000	0.029310
647.000000	0.029299
646.000000	0.029414
645.000000	0.029310
644.000000	0.029396
643.000000	0.029350
642.000000	0.029461
641.000000	0.029792
640.000000	0.029950
639.000000	0.029724
638.000000	0.029874
637.000000	0.030072
636.000000	0.029891
635.000000	0.030319
634.000000	0.030146
633.000000	0.030572
632.000000	0.030305
631.000000	0.030312
630.000000	0.030720
629.000000	0.030709
628.000000	0.030922
627.000000	0.030892
626.000000	0.030956
625.000000	0.031185
624.000000	0.031196
623.000000	0.031203
622.000000	0.031345
621.000000	0.031257
620.000000	0.031416
619.000000	0.031494
618.000000	0.031514
617.000000	0.031582
616.000000	0.032171
615.000000	0.031946
614.000000	0.032098
613.000000	0.032175
612.000000	0.032227
611.000000	0.032377
610.000000	0.032398
609.000000	0.032344
608.000000	0.032299
607.000000	0.032677
606.000000	0.032619
605.000000	0.032618
604.000000	0.032900
603.000000	0.033077
602.000000	0.032769
601.000000	0.032903
600.000000	0.033139
599.000000	0.033389
598.000000	0.033368
597.000000	0.033589
596.000000	0.033622
595.000000	0.033564
594.000000	0.033745
593.000000	0.033848
592.000000	0.033818
591.000000	0.034213
590.000000	0.034150
589.000000	0.034202
588.000000	0.034372
587.000000	0.034456
586.000000	0.034395
585.000000	0.034754
584.000000	0.034657
583.000000	0.034866
582.000000	0.034767
581.000000	0.034943
580.000000	0.035008
579.000000	0.035092
578.000000	0.035174
577.000000	0.035271
576.000000	0.035627
575.000000	0.035321
574.000000	0.035861
573.000000	0.035634
572.000000	0.035920
571.000000	0.035902
570.000000	0.036251
569.000000	0.036403
568.000000	0.036265
567.000000	0.036691
566.000000	0.036859
565.000000	0.036545
