nm	Abs
700.000000	0.157377
699.000000	0.157896
698.000000	0.158539
697.000000	0.158981
696.000000	0.159566
695.000000	0.160347
694.000000	0.160579
693.000000	0.161079
692.000000	0.161802
691.000000	0.162156
690.000000	0.162601
689.000000	0.163376
688.000000	0.163846
687.000000	0.164451
686.000000	0.164904
685.000000	0.165641
684.000000	0.166088
683.000000	0.167506
682.000000	0.167803
681.000000	0.168477
680.000000	0.168899
679.000000	0.169949
678.000000	0.170543
677.000000	0.171256
676.000000	0.171980
675.000000	0.172658
674.000000	0.173042
673.000000	0.173749
672.000000	0.174602
671.000000	0.175205
670.000000	0.176236
669.000000	0.176866
668.000000	0.177442
667.000000	0.178128
666.000000	0.178928
665.000000	0.179235
664.000000	0.180174
663.000000	0.180857
662.000000	0.181520
661.000000	0.182078
660.000000	0.182876
659.000000	0.183387
658.000000	0.183853
657.000000	0.184550
656.000000	0.185760
655.000000	0.186108
654.000000	0.186729
653.000000	0.187607
652.000000	0.188404
651.000000	0.188961
650.000000	0.189849
649.000000	0.190607
648.000000	0.191482
647.000000	0.192080
646.000000	0.192731
645.000000	0.193569
644.000000	0.194461
643.000000	0.194957
642.000000	0.196056
641.000000	0.196826
640.000000	0.197684
639.000000	0.198110
638.000000	0.199178
637.000000	0.200137
636.000000	0.200710
635.000000	0.201670
634.000000	0.202144
633.000000	0.203482
632.000000	0.204648
631.000000	0.205167
630.000000	0.206237
629.000000	0.206949
628.000000	0.207944
627.000000	0.208641
626.000000	0.209223
625.000000	0.210052
624.000000	0.210973
623.000000	0.211813
622.000000	0.212914
621.000000	0.213806
620.000000	0.214627
619.000000	0.215317
618.000000	0.216271
617.000000	0.216875
616.000000	0.217792
615.000000	0.218846
614.000000	0.219737
613.000000	0.220635
612.000000	0.221222
611.000000	0.222339
610.000000	0.223109
609.000000	0.224266
608.000000	0.225220
607.000000	0.226035
606.000000	0.226834
605.000000	0.227522
604.000000	0.228585
603.000000	0.229593
602.000000	0.230341
601.000000	0.231491
600.000000	0.232215
599.000000	0.233322
598.000000	0.234021
597.000000	0.234978
596.000000	0.235823
595.000000	0.236749
594.000000	0.237487
593.000000	0.238400
592.000000	0.239326
591.000000	0.240264
590.000000	0.241498
589.000000	0.241943
588.000000	0.242809
587.000000	0.243455
586.000000	0.244608
585.000000	0.245116
584.000000	0.246156
583.000000	0.247190
582.000000	0.247643
581.000000	0.248821
580.000000	0.249620
579.000000	0.250495
578.000000	0.251234
577.000000	0.252302
576.000000	0.253496
575.000000	0.254018
574.000000	0.254810
573.000000	0.255625
572.000000	0.256277
571.000000	0.257480
570.000000	0.258296
569.000000	0.259137
568.000000	0.259819
567.000000	0.260881
566.000000	0.261763
565.000000	0.262391
564.000000	0.263428
563.000000	0.264332
562.000000	0.264880
561.000000	0.265529
560.000000	0.266277
559.000000	0.268768
558.000000	0.269382
557.000000	0.270584
556.000000	0.271238
555.000000	0.271957
554.000000	0.272910
553.000000	0.273517
552.000000	0.274566
551.000000	0.275473
550.000000	0.276219
549.000000	0.276827
548.000000	0.277721
547.000000	0.278503
546.000000	0.279200
545.000000	0.279862
544.000000	0.280761
543.000000	0.281762
542.000000	0.282662
541.000000	0.283267
540.000000	0.284208
539.000000	0.283943
538.000000	0.285235
537.000000	0.285475
536.000000	0.286325
535.000000	0.287332
534.000000	0.288012
533.000000	0.288442
532.000000	0.289461
531.000000	0.290135
530.000000	0.290811
529.000000	0.291962
528.000000	0.292309
527.000000	0.292981
526.000000	0.293693
525.000000	0.294423
524.000000	0.295220
523.000000	0.295405
522.000000	0.296381
521.000000	0.297180
520.000000	0.297568
519.000000	0.297983
518.000000	0.298849
517.000000	0.299758
516.000000	0.300326
515.000000	0.300769
514.000000	0.301786
513.000000	0.302390
512.000000	0.303046
511.000000	0.303821
510.000000	0.304347
509.000000	0.305082
508.000000	0.305639
507.000000	0.306032
506.000000	0.306867
505.000000	0.307704
504.000000	0.308811
503.000000	0.309032
