700,000000	0,003997
699,000000	0,004318
698,000000	0,004137
697,000000	0,004043
696,000000	0,004113
695,000000	0,004403
694,000000	0,004207
693,000000	0,004229
692,000000	0,004072
691,000000	0,004070
690,000000	0,004153
689,000000	0,004228
688,000000	0,003935
687,000000	0,004559
686,000000	0,004048
685,000000	0,003998
684,000000	0,003761
683,000000	0,004520
682,000000	0,004580
681,000000	0,004745
680,000000	0,004590
679,000000	0,004502
678,000000	0,004594
677,000000	0,004296
676,000000	0,004500
675,000000	0,004542
674,000000	0,004411
673,000000	0,004708
672,000000	0,004498
671,000000	0,004660
670,000000	0,005029
669,000000	0,004354
668,000000	0,004583
667,000000	0,004380
666,000000	0,004250
665,000000	0,004381
664,000000	0,004526
663,000000	0,004783
662,000000	0,004502
661,000000	0,004656
660,000000	0,004659
659,000000	0,004234
658,000000	0,004607
657,000000	0,004821
656,000000	0,004870
655,000000	0,004603
654,000000	0,004978
653,000000	0,004937
652,000000	0,004854
651,000000	0,004714
650,000000	0,004940
649,000000	0,004835
648,000000	0,005029
647,000000	0,004775
646,000000	0,004606
645,000000	0,005041
644,000000	0,005020
643,000000	0,005467
642,000000	0,004892
641,000000	0,005205
640,000000	0,005072
639,000000	0,005060
638,000000	0,005040
637,000000	0,005158
636,000000	0,004939
635,000000	0,004973
634,000000	0,005035
633,000000	0,004903
632,000000	0,004976
631,000000	0,005017
630,000000	0,005155
629,000000	0,004964
628,000000	0,005085
627,000000	0,005062
626,000000	0,005045
625,000000	0,005358
624,000000	0,005279
623,000000	0,005306
622,000000	0,005205
621,000000	0,005184
620,000000	0,005323
619,000000	0,005260
618,000000	0,005126
617,000000	0,005210
616,000000	0,004982
615,000000	0,004857
614,000000	0,005226
613,000000	0,005151
612,000000	0,005368
611,000000	0,005349
610,000000	0,005276
609,000000	0,005244
608,000000	0,005498
607,000000	0,005476
606,000000	0,005456
605,000000	0,005582
604,000000	0,005338
603,000000	0,005404
602,000000	0,005588
601,000000	0,005552
600,000000	0,005568
599,000000	0,005407
598,000000	0,005518
597,000000	0,005650
596,000000	0,005440
595,000000	0,005570
594,000000	0,005470
593,000000	0,005693
592,000000	0,006134
591,000000	0,006043
590,000000	0,006203
589,000000	0,006071
588,000000	0,005997
587,000000	0,005639
586,000000	0,006028
585,000000	0,005839
584,000000	0,006076
583,000000	0,005901
582,000000	0,005677
581,000000	0,005957
580,000000	0,005813
579,000000	0,005906
578,000000	0,006216
577,000000	0,005854
576,000000	0,005865
575,000000	0,006146
574,000000	0,006546
573,000000	0,006599
572,000000	0,006508
571,000000	0,006710
570,000000	0,006597
569,000000	0,006229
568,000000	0,006303
567,000000	0,006366
566,000000	0,006375
565,000000	0,006509
564,000000	0,006782
563,000000	0,006694
562,000000	0,006824
561,000000	0,006955
560,000000	0,006998
559,000000	0,006773
558,000000	0,006833
557,000000	0,007186
556,000000	0,006932
555,000000	0,006932
554,000000	0,007022
553,000000	0,006829
552,000000	0,006718
551,000000	0,006502
550,000000	0,006901
549,000000	0,006958
548,000000	0,006938
547,000000	0,006822
546,000000	0,006873
545,000000	0,006932
544,000000	0,006711
543,000000	0,007087
542,000000	0,007222
541,000000	0,007203
540,000000	0,007512
539,000000	0,006182
538,000000	0,007026
537,000000	0,007151
536,000000	0,007292
535,000000	0,007024
534,000000	0,007155
533,000000	0,007303
532,000000	0,007169
531,000000	0,007508
530,000000	0,007507
529,000000	0,007801
528,000000	0,007787
527,000000	0,007930
526,000000	0,007807
525,000000	0,007938
524,000000	0,007818
523,000000	0,007627
522,000000	0,007743
521,000000	0,007563
520,000000	0,007490
519,000000	0,008018
518,000000	0,007955
517,000000	0,008056
516,000000	0,008220
515,000000	0,008217
514,000000	0,008050
513,000000	0,008178
512,000000	0,008180
511,000000	0,008050
510,000000	0,008182
509,000000	0,007840
508,000000	0,007825
507,000000	0,008030
506,000000	0,008006
505,000000	0,007930
504,000000	0,008101
503,000000	0,008128
502,000000	0,008145
501,000000	0,008085
500,000000	0,008071
499,000000	0,008581
498,000000	0,008541
497,000000	0,008611
496,000000	0,008973
495,000000	0,009225
494,000000	0,008682
493,000000	0,008644
492,000000	0,008840
491,000000	0,008634
490,000000	0,008809
489,000000	0,008704
488,000000	0,009077
487,000000	0,008981
486,000000	0,008765
485,000000	0,009153
484,000000	0,009117
483,000000	0,009156
482,000000	0,009101
481,000000	0,008688
480,000000	0,008706
479,000000	0,008968
478,000000	0,009005
477,000000	0,009109
476,000000	0,009168
475,000000	0,009143
474,000000	0,009018
473,000000	0,008939
472,000000	0,008835
471,000000	0,009035
470,000000	0,009204
469,000000	0,009101
468,000000	0,009022
467,000000	0,009273
466,000000	0,009004
465,000000	0,009597
464,000000	0,009558
463,000000	0,009156
462,000000	0,009709
461,000000	0,009153
460,000000	0,009547
