nm	Abs
700.000000	0.000885
699.000000	0.001222
698.000000	0.001054
697.000000	0.000824
696.000000	0.000981
695.000000	0.000751
694.000000	0.000829
693.000000	0.000949
692.000000	0.000842
691.000000	0.000817
690.000000	0.001130
689.000000	0.000851
688.000000	0.001011
687.000000	0.001345
686.000000	0.001119
685.000000	0.001095
684.000000	0.001075
683.000000	0.000651
682.000000	0.001559
681.000000	0.000857
680.000000	0.001052
679.000000	0.001060
678.000000	0.001011
677.000000	0.001060
676.000000	0.001024
675.000000	0.000999
674.000000	0.000975
673.000000	0.001537
672.000000	0.001161
671.000000	0.001215
670.000000	0.001042
669.000000	0.001042
668.000000	0.001336
667.000000	0.001167
666.000000	0.001038
665.000000	0.001296
664.000000	0.001432
663.000000	0.001275
662.000000	0.001545
661.000000	0.001363
660.000000	0.001214
659.000000	0.001156
658.000000	0.001185
657.000000	0.001144
656.000000	0.001136
655.000000	0.001227
654.000000	0.001455
653.000000	0.001398
652.000000	0.001112
651.000000	0.001133
650.000000	0.001183
649.000000	0.000901
648.000000	0.001129
647.000000	0.001237
646.000000	0.001283
645.000000	0.001620
644.000000	0.001179
643.000000	0.001611
642.000000	0.001267
641.000000	0.001051
640.000000	0.001259
639.000000	0.001413
638.000000	0.001554
637.000000	0.000690
636.000000	0.001155
635.000000	0.001326
634.000000	0.001313
633.000000	0.001309
632.000000	0.001443
631.000000	0.001421
630.000000	0.001272
629.000000	0.001505
628.000000	0.001110
627.000000	0.001247
626.000000	0.001314
625.000000	0.001385
624.000000	0.001376
623.000000	0.001514
622.000000	0.001581
621.000000	0.001148
620.000000	0.001243
619.000000	0.000973
618.000000	0.001264
617.000000	0.001252
616.000000	0.001331
615.000000	0.001506
614.000000	0.001098
613.000000	0.001377
612.000000	0.001194
611.000000	0.001031
610.000000	0.001040
609.000000	0.001327
608.000000	0.000924
607.000000	0.001252
606.000000	0.001530
605.000000	0.001381
604.000000	0.001509
603.000000	0.001384
602.000000	0.001680
601.000000	0.001168
600.000000	0.001501
599.000000	0.001248
598.000000	0.001164
597.000000	0.001455
596.000000	0.001514
595.000000	0.001829
594.000000	0.001414
593.000000	0.001543
592.000000	0.001319
591.000000	0.001457
590.000000	0.001195
589.000000	0.001033
588.000000	0.001021
587.000000	0.001335
586.000000	0.001516
585.000000	0.001087
584.000000	0.001389
583.000000	0.001592
582.000000	0.001317
581.000000	0.001507
580.000000	0.001357
579.000000	0.001363
578.000000	0.001524
577.000000	0.001399
576.000000	0.001409
575.000000	0.001418
574.000000	0.001623
573.000000	0.001167
572.000000	0.001295
571.000000	0.001537
570.000000	0.001419
569.000000	0.001520
568.000000	0.001495
567.000000	0.001767
566.000000	0.001817
565.000000	0.001690
564.000000	0.002119
563.000000	0.001514
562.000000	0.001623
561.000000	0.001285
560.000000	0.001145
559.000000	0.001929
558.000000	0.001750
557.000000	0.001907
556.000000	0.001597
555.000000	0.001576
554.000000	0.001423
553.000000	0.001225
552.000000	0.001449
551.000000	0.001537
550.000000	0.001792
549.000000	0.001520
548.000000	0.001723
547.000000	0.001842
546.000000	0.001765
545.000000	0.001846
544.000000	0.001650
543.000000	0.001392
542.000000	0.001443
541.000000	0.001396
540.000000	0.001493
539.000000	0.001388
538.000000	0.001666
537.000000	0.002166
536.000000	0.001671
535.000000	0.001544
534.000000	0.001878
533.000000	0.001815
532.000000	0.001666
531.000000	0.002005
530.000000	0.001806
529.000000	0.001725
528.000000	0.001767
527.000000	0.001625
526.000000	0.001679
525.000000	0.001578
524.000000	0.001734
523.000000	0.001704
522.000000	0.001725
521.000000	0.001931
520.000000	0.001589
519.000000	0.001830
518.000000	0.001855
517.000000	0.001897
516.000000	0.001787
515.000000	0.001491
514.000000	0.001665
513.000000	0.001762
512.000000	0.001799
511.000000	0.001625
510.000000	0.001722
509.000000	0.001953
508.000000	0.001806
507.000000	0.001970
506.000000	0.001729
505.000000	0.002285
504.000000	0.002036
503.000000	0.002261
502.000000	0.001930
501.000000	0.001925
500.000000	0.002098
499.000000	0.001972
498.000000	0.001883
497.000000	0.002148
496.000000	0.001752
495.000000	0.002025
494.000000	0.001928
493.000000	0.001708
492.000000	0.001965
491.000000	0.002091
490.000000	0.001939
489.000000	0.001968
488.000000	0.002153
487.000000	0.001976
486.000000	0.002228
485.000000	0.001891
484.000000	0.002014
483.000000	0.001790
482.000000	0.001980
481.000000	0.002008
480.000000	0.001802
479.000000	0.002154
478.000000	0.002137
477.000000	0.002041
476.000000	0.001996
475.000000	0.002315
474.000000	0.001895
473.000000	0.002092
472.000000	0.002056
471.000000	0.002123
470.000000	0.002100
469.000000	0.002234
468.000000	0.002130
467.000000	0.002085
466.000000	0.002032
465.000000	0.002142
464.000000	0.002231
463.000000	0.002139
462.000000	0.002047
461.000000	0.002318
460.000000	0.002332
459.000000	0.002058
458.000000	0.002203
457.000000	0.001959
456.000000	0.002324
455.000000	0.002180
454.000000	0.002689
453.000000	0.002312
452.000000	0.002397
451.000000	0.002360
450.000000	0.002297
449.000000	0.002293
448.000000	0.002541
447.000000	0.002258
446.000000	0.002444
445.000000	0.002888
444.000000	0.002002
443.000000	0.002037
442.000000	0.002361
441.000000	0.002843
440.000000	0.002339
439.000000	0.002455
438.000000	0.002589
437.000000	0.002833
436.000000	0.003039
435.000000	0.002947
434.000000	0.002710
433.000000	0.002444
432.000000	0.002594
431.000000	0.002795
430.000000	0.002369
429.000000	0.002980
428.000000	0.002682
427.000000	0.002702
426.000000	0.002777
425.000000	0.002780
424.000000	0.002866
423.000000	0.002614
422.000000	0.002920
421.000000	0.002914
420.000000	0.002998
419.000000	0.002865
418.000000	0.002775
417.000000	0.003202
416.000000	0.003027
415.000000	0.003039
414.000000	0.003215
413.000000	0.003158
412.000000	0.003527
411.000000	0.003342
410.000000	0.003658
409.000000	0.003337
408.000000	0.003367
407.000000	0.003512
406.000000	0.003568
405.000000	0.003718
404.000000	0.003906
403.000000	0.003930
402.000000	0.004050
401.000000	0.004284
400.000000	0.004255
399.000000	0.004661
398.000000	0.004648
397.000000	0.004631
396.000000	0.004989
395.000000	0.005214
394.000000	0.005315
393.000000	0.005526
392.000000	0.005994
391.000000	0.006166
390.000000	0.006528
