nm	Abs
700.000000	-0.000581
699.000000	-0.000315
698.000000	-0.000434
697.000000	-0.000508
696.000000	-0.000332
695.000000	-0.000578
694.000000	-0.000643
693.000000	-0.000554
692.000000	-0.000525
691.000000	-0.000394
690.000000	-0.000386
689.000000	-0.000484
688.000000	-0.000193
687.000000	-0.000283
686.000000	-0.000394
685.000000	-0.000473
684.000000	-0.000399
683.000000	-0.000839
682.000000	-0.000210
681.000000	-0.000362
680.000000	-0.000453
679.000000	-0.000437
678.000000	-0.000404
677.000000	-0.000272
676.000000	-0.000614
675.000000	-0.000416
674.000000	-0.000252
673.000000	-0.000186
672.000000	-0.000144
671.000000	-0.000388
670.000000	-0.000532
669.000000	-0.000446
668.000000	-0.000223
667.000000	-0.000603
666.000000	-0.000231
665.000000	-0.000236
664.000000	0.000037
663.000000	-0.000335
662.000000	0.000066
661.000000	0.000000
660.000000	-0.000418
659.000000	-0.000505
658.000000	-0.000186
657.000000	-0.000451
656.000000	-0.000335
655.000000	-0.000219
654.000000	-0.000062
653.000000	-0.000248
652.000000	-0.000302
651.000000	-0.000224
650.000000	-0.000485
649.000000	-0.000551
648.000000	-0.000182
647.000000	-0.000244
646.000000	-0.000186
645.000000	-0.000021
644.000000	-0.000240
643.000000	-0.000062
642.000000	-0.000162
641.000000	-0.000386
640.000000	0.000029
639.000000	-0.000423
638.000000	-0.000017
637.000000	-0.000784
636.000000	-0.000286
635.000000	-0.000282
634.000000	-0.000091
633.000000	-0.000125
632.000000	-0.000029
631.000000	-0.000062
630.000000	-0.000295
629.000000	-0.000145
628.000000	-0.000091
627.000000	-0.000158
626.000000	-0.000195
625.000000	-0.000166
624.000000	-0.000353
623.000000	-0.000137
622.000000	-0.000108
621.000000	-0.000120
620.000000	-0.000083
619.000000	-0.000282
618.000000	-0.000050
617.000000	-0.000399
616.000000	0.000000
615.000000	0.000008
614.000000	0.000017
613.000000	0.000004
612.000000	-0.000170
611.000000	-0.000278
610.000000	-0.000116
609.000000	-0.000183
608.000000	-0.000390
607.000000	-0.000091
606.000000	-0.000116
605.000000	-0.000245
604.000000	0.000100
603.000000	0.000021
602.000000	0.000104
601.000000	-0.000199
600.000000	-0.000195
599.000000	-0.000237
598.000000	-0.000216
597.000000	0.000025
596.000000	-0.000141
595.000000	0.000087
594.000000	-0.000054
593.000000	0.000291
592.000000	-0.000112
591.000000	0.000100
590.000000	-0.000050
589.000000	-0.000283
588.000000	-0.000291
587.000000	-0.000183
586.000000	0.000129
585.000000	-0.000213
584.000000	0.000100
583.000000	0.000067
582.000000	-0.000243
581.000000	0.000189
580.000000	0.000038
579.000000	-0.000302
578.000000	0.000185
577.000000	-0.000034
576.000000	-0.000105
575.000000	0.000422
574.000000	0.000194
573.000000	-0.000059
572.000000	-0.000173
571.000000	-0.000008
570.000000	-0.000110
569.000000	-0.000089
568.000000	0.000000
567.000000	0.000211
566.000000	0.000085
565.000000	0.000013
564.000000	0.000165
563.000000	-0.000148
562.000000	0.000097
561.000000	-0.000135
560.000000	-0.000482
559.000000	0.000546
558.000000	-0.000038
557.000000	0.000114
556.000000	0.000211
555.000000	-0.000063
554.000000	0.000004
553.000000	-0.000195
552.000000	-0.000233
551.000000	0.000195
550.000000	0.000376
549.000000	0.000080
548.000000	0.000017
547.000000	0.000228
546.000000	0.000148
545.000000	0.000279
544.000000	0.000156
543.000000	0.000059
542.000000	-0.000228
541.000000	-0.000055
540.000000	0.000249
539.000000	-0.000025
538.000000	0.000270
537.000000	0.000346
536.000000	0.000093
535.000000	-0.000004
534.000000	0.000258
533.000000	0.000249
532.000000	0.000207
531.000000	0.000131
530.000000	0.000122
529.000000	0.000346
528.000000	0.000046
527.000000	0.000232
526.000000	0.000253
525.000000	0.000042
524.000000	0.000393
523.000000	0.000097
522.000000	0.000266
521.000000	0.000456
520.000000	0.000291
519.000000	0.000485
518.000000	0.000148
517.000000	0.000422
516.000000	0.000240
515.000000	0.000312
514.000000	-0.000051
513.000000	-0.000101
512.000000	0.000173
511.000000	0.000000
510.000000	0.000312
509.000000	0.000556
508.000000	0.000337
507.000000	0.000619
506.000000	0.000312
505.000000	0.000593
504.000000	0.000543
503.000000	0.000290
502.000000	0.000497
501.000000	0.000538
500.000000	0.000564
499.000000	0.000324
498.000000	0.000437
497.000000	0.000631
496.000000	0.000349
495.000000	0.000462
494.000000	0.000475
493.000000	0.000349
492.000000	0.000664
491.000000	0.000655
490.000000	0.000344
489.000000	0.000693
488.000000	0.000571
487.000000	0.000617
486.000000	0.000781
485.000000	0.000713
484.000000	0.000428
483.000000	0.000810
482.000000	0.000457
481.000000	0.000805
480.000000	0.000528
479.000000	0.000759
478.000000	0.000906
477.000000	0.000898
476.000000	0.000516
475.000000	0.000604
474.000000	0.000382
473.000000	0.000537
472.000000	0.000361
471.000000	0.000600
470.000000	0.000538
469.000000	0.000567
468.000000	0.000580
467.000000	0.000652
466.000000	0.000581
465.000000	0.000547
464.000000	0.000594
463.000000	0.000644
462.000000	0.000759
461.000000	0.000712
460.000000	0.000603
459.000000	0.000747
458.000000	0.000625
457.000000	0.000541
456.000000	0.000575
455.000000	0.000693
454.000000	0.000659
453.000000	0.000697
452.000000	0.000786
451.000000	0.000757
450.000000	0.000427
449.000000	0.000952
448.000000	0.000533
447.000000	0.000368
446.000000	0.000669
445.000000	0.000932
444.000000	0.000212
443.000000	0.000442
442.000000	0.000777
441.000000	0.000934
440.000000	0.000689
439.000000	0.000480
438.000000	0.000626
437.000000	0.000988
436.000000	0.001252
435.000000	0.000805
434.000000	0.000401
433.000000	0.000499
432.000000	0.000716
431.000000	0.000814
430.000000	0.000448
429.000000	0.001036
428.000000	0.000457
427.000000	0.000875
426.000000	0.000610
425.000000	0.000896
424.000000	0.000696
423.000000	0.000670
422.000000	0.000832
421.000000	0.000757
420.000000	0.000713
419.000000	0.000927
418.000000	0.000850
417.000000	0.000858
416.000000	0.000739
415.000000	0.000833
414.000000	0.000871
413.000000	0.001101
412.000000	0.001174
411.000000	0.000892
410.000000	0.000977
409.000000	0.000614
408.000000	0.000665
407.000000	0.000806
406.000000	0.000746
405.000000	0.000789
404.000000	0.000904
403.000000	0.000818
402.000000	0.000865
401.000000	0.001189
400.000000	0.001176
399.000000	0.001197
398.000000	0.000868
397.000000	0.000903
396.000000	0.001021
395.000000	0.001029
394.000000	0.000881
393.000000	0.001178
392.000000	0.001084
391.000000	0.001156
390.000000	0.001037
