nm	Abs
700.000000	0.000807
699.000000	0.000537
698.000000	0.000529
697.000000	0.000271
696.000000	0.000796
695.000000	0.000739
694.000000	0.000542
693.000000	0.000784
692.000000	0.000694
691.000000	0.000748
690.000000	0.000358
689.000000	0.001077
688.000000	0.000769
687.000000	0.000543
686.000000	0.000889
685.000000	0.000498
684.000000	0.000552
683.000000	0.000598
682.000000	0.000528
681.000000	0.000487
680.000000	0.000470
679.000000	0.000487
678.000000	0.001073
677.000000	0.000702
676.000000	0.000929
675.000000	0.000751
674.000000	0.000937
673.000000	0.000442
672.000000	0.000760
671.000000	0.000744
670.000000	0.001096
669.000000	0.001058
668.000000	0.000786
667.000000	0.001134
666.000000	0.000878
665.000000	0.001118
664.000000	0.000973
663.000000	0.000877
662.000000	0.001288
661.000000	0.000824
660.000000	0.000936
659.000000	0.000887
658.000000	0.001049
657.000000	0.001140
656.000000	0.000953
655.000000	0.001190
654.000000	0.001202
653.000000	0.001410
652.000000	0.000938
651.000000	0.001046
650.000000	0.001266
649.000000	0.001386
648.000000	0.001225
647.000000	0.000976
646.000000	0.001624
645.000000	0.001370
644.000000	0.001238
643.000000	0.001434
642.000000	0.001359
641.000000	0.001405
640.000000	0.001089
639.000000	0.001538
638.000000	0.001576
637.000000	0.001514
636.000000	0.001497
635.000000	0.001718
634.000000	0.001955
633.000000	0.001264
632.000000	0.001615
631.000000	0.001764
630.000000	0.001378
629.000000	0.001477
628.000000	0.001515
627.000000	0.001827
626.000000	0.001486
625.000000	0.001736
624.000000	0.001881
623.000000	0.001978
622.000000	0.001894
621.000000	0.001844
620.000000	0.002231
619.000000	0.002073
618.000000	0.002041
617.000000	0.001640
616.000000	0.001999
615.000000	0.002261
614.000000	0.001837
613.000000	0.001987
612.000000	0.002037
611.000000	0.002037
610.000000	0.002265
609.000000	0.002287
608.000000	0.002446
607.000000	0.002024
606.000000	0.002216
605.000000	0.002352
604.000000	0.002529
603.000000	0.002278
602.000000	0.002282
601.000000	0.002452
600.000000	0.002433
599.000000	0.002707
598.000000	0.002381
597.000000	0.002612
596.000000	0.002707
595.000000	0.002506
594.000000	0.002566
593.000000	0.002429
592.000000	0.003125
591.000000	0.002426
590.000000	0.002453
589.000000	0.002906
588.000000	0.002749
587.000000	0.002881
586.000000	0.002214
585.000000	0.002908
584.000000	0.002766
583.000000	0.002998
582.000000	0.002576
581.000000	0.002575
580.000000	0.003370
579.000000	0.002820
578.000000	0.003221
577.000000	0.003363
576.000000	0.003239
575.000000	0.003428
574.000000	0.003228
573.000000	0.003722
572.000000	0.003006
571.000000	0.003538
570.000000	0.003726
569.000000	0.003731
568.000000	0.003414
567.000000	0.003133
566.000000	0.003631
565.000000	0.003308
564.000000	0.003161
563.000000	0.003501
562.000000	0.003659
561.000000	0.003466
560.000000	0.003462
559.000000	0.003517
558.000000	0.003815
557.000000	0.003489
556.000000	0.003675
555.000000	0.003633
554.000000	0.003840
553.000000	0.003894
552.000000	0.003892
551.000000	0.004046
550.000000	0.003935
549.000000	0.003973
548.000000	0.003749
547.000000	0.004202
546.000000	0.003934
545.000000	0.004099
544.000000	0.003754
543.000000	0.004027
542.000000	0.004035
541.000000	0.003932
540.000000	0.004583
539.000000	0.004423
538.000000	0.004325
537.000000	0.004241
536.000000	0.004121
535.000000	0.004514
534.000000	0.004457
533.000000	0.004340
532.000000	0.004509
531.000000	0.004866
530.000000	0.004922
529.000000	0.004375
528.000000	0.004684
527.000000	0.004914
526.000000	0.004675
525.000000	0.004879
524.000000	0.004789
523.000000	0.005142
522.000000	0.004851
521.000000	0.005146
520.000000	0.005388
519.000000	0.005205
518.000000	0.004815
517.000000	0.004975
516.000000	0.005441
515.000000	0.004951
514.000000	0.005007
513.000000	0.005767
512.000000	0.005745
511.000000	0.005576
510.000000	0.005091
509.000000	0.005653
508.000000	0.005302
507.000000	0.005620
506.000000	0.005497
505.000000	0.005707
504.000000	0.005970
503.000000	0.005425
502.000000	0.006008
501.000000	0.005901
500.000000	0.005880
499.000000	0.005854
498.000000	0.005608
497.000000	0.006204
496.000000	0.006129
495.000000	0.006341
494.000000	0.006339
493.000000	0.006092
492.000000	0.006298
491.000000	0.006004
490.000000	0.006467
489.000000	0.006458
488.000000	0.006514
487.000000	0.006385
486.000000	0.006399
485.000000	0.006595
484.000000	0.006450
483.000000	0.007073
482.000000	0.006646
481.000000	0.006696
480.000000	0.006958
479.000000	0.006924
478.000000	0.007337
477.000000	0.007114
476.000000	0.007245
475.000000	0.006982
474.000000	0.007368
473.000000	0.006905
472.000000	0.007122
471.000000	0.007430
470.000000	0.007380
469.000000	0.007454
468.000000	0.007769
467.000000	0.007579
466.000000	0.007679
465.000000	0.007801
464.000000	0.007707
463.000000	0.007686
462.000000	0.007909
461.000000	0.008075
