nm	Abs
700.000000	0.001401
699.000000	0.001512
698.000000	0.001672
697.000000	0.001451
696.000000	0.001472
695.000000	0.001419
694.000000	0.001489
693.000000	0.001555
692.000000	0.001536
691.000000	0.001507
690.000000	0.001714
689.000000	0.001536
688.000000	0.001426
687.000000	0.001509
686.000000	0.001488
685.000000	0.001489
684.000000	0.001572
683.000000	0.002222
682.000000	0.002350
681.000000	0.002462
680.000000	0.002459
679.000000	0.002319
678.000000	0.002258
677.000000	0.002451
676.000000	0.002221
675.000000	0.002218
674.000000	0.002396
673.000000	0.002474
672.000000	0.002381
671.000000	0.002364
670.000000	0.002451
669.000000	0.002489
668.000000	0.002464
667.000000	0.002337
666.000000	0.002338
665.000000	0.002309
664.000000	0.002149
663.000000	0.002194
662.000000	0.002373
661.000000	0.001931
660.000000	0.002229
659.000000	0.002109
658.000000	0.002320
657.000000	0.002201
656.000000	0.002276
655.000000	0.002487
654.000000	0.002207
653.000000	0.002335
652.000000	0.002299
651.000000	0.002174
650.000000	0.002228
649.000000	0.002158
648.000000	0.002320
647.000000	0.002196
646.000000	0.002101
645.000000	0.002260
644.000000	0.002077
643.000000	0.001965
642.000000	0.002210
641.000000	0.002155
640.000000	0.001878
639.000000	0.002247
638.000000	0.001986
637.000000	0.001979
636.000000	0.001945
635.000000	0.002062
634.000000	0.002266
633.000000	0.001805
632.000000	0.002125
631.000000	0.002207
630.000000	0.002091
629.000000	0.002178
628.000000	0.001959
627.000000	0.002054
626.000000	0.002265
625.000000	0.002191
624.000000	0.002145
623.000000	0.002213
622.000000	0.001984
621.000000	0.002017
620.000000	0.002300
619.000000	0.002125
618.000000	0.001939
617.000000	0.002055
616.000000	0.001989
615.000000	0.002204
614.000000	0.002309
613.000000	0.002147
612.000000	0.002043
611.000000	0.002060
610.000000	0.001835
609.000000	0.002085
608.000000	0.002085
607.000000	0.002080
606.000000	0.002154
605.000000	0.002266
604.000000	0.002117
603.000000	0.002146
602.000000	0.002000
601.000000	0.001822
600.000000	0.001963
599.000000	0.002129
598.000000	0.002124
597.000000	0.002183
596.000000	0.002241
595.000000	0.002399
594.000000	0.002096
593.000000	0.002092
592.000000	0.002176
591.000000	0.002260
590.000000	0.002012
589.000000	0.002042
588.000000	0.002239
587.000000	0.001945
586.000000	0.002097
585.000000	0.002108
584.000000	0.002173
583.000000	0.002321
582.000000	0.002433
581.000000	0.002495
580.000000	0.002375
579.000000	0.002096
578.000000	0.002747
577.000000	0.002470
576.000000	0.002506
575.000000	0.002446
574.000000	0.002629
573.000000	0.002801
572.000000	0.002660
571.000000	0.002769
570.000000	0.002715
569.000000	0.002676
568.000000	0.002673
567.000000	0.002930
566.000000	0.002943
565.000000	0.002664
564.000000	0.002332
563.000000	0.002974
562.000000	0.002847
561.000000	0.002907
560.000000	0.003022
559.000000	0.002373
558.000000	0.002792
557.000000	0.002724
556.000000	0.002568
555.000000	0.002382
554.000000	0.002488
553.000000	0.002722
552.000000	0.002615
551.000000	0.002602
550.000000	0.002444
549.000000	0.002689
548.000000	0.002359
547.000000	0.002342
546.000000	0.002447
545.000000	0.002626
544.000000	0.002511
543.000000	0.002612
542.000000	0.002616
541.000000	0.002270
540.000000	0.002769
539.000000	0.002586
538.000000	0.002772
537.000000	0.002454
536.000000	0.002805
535.000000	0.002560
534.000000	0.002742
533.000000	0.002598
532.000000	0.002817
531.000000	0.002800
530.000000	0.002800
529.000000	0.002466
528.000000	0.002559
527.000000	0.002893
526.000000	0.002623
525.000000	0.002534
524.000000	0.002940
523.000000	0.002784
522.000000	0.002686
521.000000	0.002499
520.000000	0.002888
519.000000	0.002545
518.000000	0.002878
517.000000	0.002746
516.000000	0.002764
515.000000	0.002849
514.000000	0.003005
513.000000	0.002751
512.000000	0.002847
511.000000	0.002775
510.000000	0.002838
509.000000	0.002951
508.000000	0.002807
507.000000	0.003123
506.000000	0.003128
505.000000	0.002963
504.000000	0.003359
503.000000	0.002996
502.000000	0.003066
501.000000	0.002998
500.000000	0.003072
499.000000	0.003148
498.000000	0.003324
497.000000	0.003252
496.000000	0.003424
495.000000	0.002989
494.000000	0.003368
493.000000	0.003179
492.000000	0.003536
491.000000	0.003383
490.000000	0.003320
489.000000	0.003558
488.000000	0.003456
487.000000	0.003430
486.000000	0.003636
485.000000	0.003325
484.000000	0.003502
483.000000	0.003703
482.000000	0.003748
481.000000	0.003714
480.000000	0.003734
479.000000	0.003770
478.000000	0.003868
477.000000	0.003929
476.000000	0.003392
475.000000	0.004050
474.000000	0.004107
473.000000	0.004036
472.000000	0.004076
471.000000	0.004239
470.000000	0.004322
469.000000	0.004272
468.000000	0.004444
467.000000	0.004455
466.000000	0.004481
465.000000	0.004500
464.000000	0.004833
463.000000	0.004763
462.000000	0.004966
461.000000	0.005054
460.000000	0.005224
459.000000	0.004915
458.000000	0.005327
457.000000	0.005164
456.000000	0.005649
455.000000	0.005070
454.000000	0.005560
453.000000	0.005513
452.000000	0.005537
451.000000	0.005739
450.000000	0.005674
449.000000	0.005656
448.000000	0.005973
447.000000	0.006391
446.000000	0.006018
445.000000	0.006166
444.000000	0.006320
443.000000	0.006666
442.000000	0.006921
441.000000	0.006746
440.000000	0.006821
439.000000	0.007058
438.000000	0.007285
437.000000	0.007219
436.000000	0.007372
435.000000	0.007424
434.000000	0.007358
433.000000	0.007655
432.000000	0.007991
431.000000	0.008285
430.000000	0.008185
429.000000	0.008411
428.000000	0.008448
427.000000	0.008879
426.000000	0.009467
425.000000	0.008522
424.000000	0.009660
423.000000	0.009147
422.000000	0.009322
421.000000	0.007788
420.000000	0.007935
419.000000	0.008184
418.000000	0.008575
417.000000	0.008985
416.000000	0.008910
415.000000	0.009433
414.000000	0.009314
413.000000	0.009702
412.000000	0.010251
411.000000	0.010530
410.000000	0.010800
409.000000	0.011116
408.000000	0.011424
407.000000	0.012268
406.000000	0.012505
405.000000	0.013078
404.000000	0.013268
403.000000	0.013678
402.000000	0.014442
401.000000	0.014976
400.000000	0.015275
399.000000	0.016136
398.000000	0.016667
397.000000	0.017101
396.000000	0.017648
395.000000	0.018547
394.000000	0.019420
393.000000	0.019863
392.000000	0.020670
391.000000	0.021821
390.000000	0.022571
