nm	Abs
700.000000	0.000995
699.000000	0.000979
698.000000	0.001180
697.000000	0.001053
696.000000	0.000971
695.000000	0.000980
694.000000	0.000996
693.000000	0.001116
692.000000	0.000878
691.000000	0.001059
690.000000	0.001084
689.000000	0.001133
688.000000	0.001171
687.000000	0.001241
686.000000	0.001221
685.000000	0.001246
684.000000	0.001102
683.000000	0.001921
682.000000	0.001608
681.000000	0.001839
680.000000	0.001852
679.000000	0.001605
678.000000	0.001688
677.000000	0.001720
676.000000	0.001928
675.000000	0.001611
674.000000	0.001863
673.000000	0.002053
672.000000	0.001818
671.000000	0.001798
670.000000	0.001992
669.000000	0.001972
668.000000	0.002125
667.000000	0.001948
666.000000	0.001762
665.000000	0.001813
664.000000	0.001673
663.000000	0.001784
662.000000	0.001797
661.000000	0.001645
660.000000	0.001810
659.000000	0.001732
658.000000	0.001985
657.000000	0.001753
656.000000	0.001815
655.000000	0.001985
654.000000	0.001792
653.000000	0.001688
652.000000	0.001672
651.000000	0.001647
650.000000	0.001851
649.000000	0.001648
648.000000	0.001876
647.000000	0.001718
646.000000	0.001752
645.000000	0.001761
644.000000	0.001708
643.000000	0.001683
642.000000	0.001886
641.000000	0.001877
640.000000	0.001836
639.000000	0.001790
638.000000	0.001899
637.000000	0.001779
636.000000	0.001638
635.000000	0.001800
634.000000	0.001771
633.000000	0.001755
632.000000	0.001775
631.000000	0.001954
630.000000	0.001771
629.000000	0.001767
628.000000	0.001718
627.000000	0.001746
626.000000	0.002265
625.000000	0.001817
624.000000	0.001995
623.000000	0.001834
622.000000	0.001743
621.000000	0.002004
620.000000	0.002075
619.000000	0.001930
618.000000	0.001905
617.000000	0.001934
616.000000	0.001910
615.000000	0.002275
614.000000	0.002134
613.000000	0.002047
612.000000	0.001985
611.000000	0.001868
610.000000	0.001890
609.000000	0.001885
608.000000	0.001902
607.000000	0.002055
606.000000	0.001980
605.000000	0.002171
604.000000	0.002125
603.000000	0.002104
602.000000	0.001988
601.000000	0.002150
600.000000	0.001959
599.000000	0.002104
598.000000	0.002004
597.000000	0.002162
596.000000	0.002270
595.000000	0.002395
594.000000	0.002141
593.000000	0.002217
592.000000	0.002367
591.000000	0.002289
590.000000	0.002071
589.000000	0.002005
588.000000	0.002318
587.000000	0.002062
586.000000	0.002248
585.000000	0.002087
584.000000	0.002403
583.000000	0.002460
582.000000	0.002374
581.000000	0.002322
580.000000	0.002434
