nm	Abs
700.000000	0.001347
699.000000	0.001410
698.000000	0.001524
697.000000	0.001496
696.000000	0.001460
695.000000	0.001465
694.000000	0.001600
693.000000	0.001662
692.000000	0.001556
691.000000	0.001413
690.000000	0.001508
689.000000	0.001574
688.000000	0.001578
687.000000	0.001649
686.000000	0.001661
685.000000	0.001654
684.000000	0.001757
683.000000	0.002354
682.000000	0.002181
681.000000	0.002359
680.000000	0.002306
679.000000	0.002463
678.000000	0.002493
677.000000	0.002401
676.000000	0.002548
675.000000	0.002388
674.000000	0.002371
673.000000	0.002590
672.000000	0.002294
671.000000	0.002228
670.000000	0.002691
669.000000	0.002596
668.000000	0.002630
667.000000	0.002527
666.000000	0.002528
665.000000	0.002512
664.000000	0.002261
663.000000	0.002571
662.000000	0.002527
661.000000	0.002002
660.000000	0.002424
659.000000	0.002648
658.000000	0.002814
657.000000	0.002525
656.000000	0.002508
655.000000	0.002628
654.000000	0.002148
653.000000	0.002451
652.000000	0.002407
651.000000	0.002344
650.000000	0.002341
649.000000	0.002245
648.000000	0.002491
647.000000	0.002449
646.000000	0.002442
645.000000	0.002472
644.000000	0.002223
643.000000	0.002281
642.000000	0.002368
641.000000	0.002376
640.000000	0.002485
639.000000	0.002683
638.000000	0.002593
637.000000	0.002415
636.000000	0.002232
635.000000	0.002532
634.000000	0.002507
633.000000	0.002270
632.000000	0.002433
631.000000	0.002595
630.000000	0.002553
629.000000	0.002620
628.000000	0.002321
627.000000	0.002520
626.000000	0.002969
625.000000	0.002507
624.000000	0.002740
623.000000	0.002479
622.000000	0.002201
621.000000	0.002754
620.000000	0.002783
619.000000	0.002558
618.000000	0.002471
617.000000	0.002797
616.000000	0.002606
615.000000	0.002808
614.000000	0.002671
613.000000	0.002605
612.000000	0.002543
611.000000	0.002476
610.000000	0.002268
609.000000	0.002564
608.000000	0.002476
607.000000	0.002696
606.000000	0.002721
605.000000	0.002812
604.000000	0.002712
603.000000	0.002667
602.000000	0.002558
601.000000	0.002612
600.000000	0.002426
599.000000	0.002658
598.000000	0.002844
597.000000	0.002728
596.000000	0.002749
595.000000	0.002815
594.000000	0.002703
593.000000	0.002817
592.000000	0.002830
591.000000	0.002781
590.000000	0.002542
589.000000	0.002518
588.000000	0.002907
587.000000	0.002639
586.000000	0.002997
585.000000	0.002602
584.000000	0.002680
583.000000	0.002980
582.000000	0.002870
581.000000	0.003071
580.000000	0.003032
579.000000	0.002880
578.000000	0.003085
577.000000	0.003091
576.000000	0.003127
575.000000	0.003013
574.000000	0.003209
573.000000	0.003042
572.000000	0.003284
571.000000	0.003240
570.000000	0.003229
569.000000	0.003168
568.000000	0.003267
567.000000	0.003414
566.000000	0.003423
565.000000	0.003348
564.000000	0.003147
563.000000	0.003620
562.000000	0.003577
561.000000	0.003294
560.000000	0.003651
559.000000	0.003065
558.000000	0.003616
557.000000	0.003315
556.000000	0.003268
555.000000	0.002769
554.000000	0.003045
553.000000	0.002913
552.000000	0.003121
551.000000	0.003192
550.000000	0.003327
549.000000	0.003640
548.000000	0.003331
547.000000	0.003326
546.000000	0.003202
545.000000	0.003224
544.000000	0.003190
543.000000	0.003202
542.000000	0.003354
541.000000	0.003016
540.000000	0.003295
539.000000	0.003252
538.000000	0.003404
537.000000	0.003167
536.000000	0.003653
535.000000	0.003413
534.000000	0.003404
533.000000	0.003204
532.000000	0.003674
531.000000	0.003355
530.000000	0.003691
529.000000	0.003445
528.000000	0.003733
527.000000	0.003623
526.000000	0.003412
525.000000	0.003230
524.000000	0.003359
523.000000	0.003255
522.000000	0.003313
521.000000	0.003381
520.000000	0.003550
519.000000	0.003325
518.000000	0.003544
517.000000	0.003750
516.000000	0.003548
515.000000	0.003565
514.000000	0.003459
513.000000	0.003420
512.000000	0.003512
511.000000	0.003694
510.000000	0.003629
509.000000	0.003705
508.000000	0.003865
507.000000	0.003932
506.000000	0.003734
505.000000	0.003801
504.000000	0.003769
503.000000	0.003559
502.000000	0.003722
501.000000	0.004225
500.000000	0.003942
499.000000	0.003926
498.000000	0.004161
497.000000	0.003950
496.000000	0.004066
495.000000	0.003902
494.000000	0.003909
493.000000	0.003876
492.000000	0.003928
491.000000	0.004139
490.000000	0.003953
489.000000	0.004128
488.000000	0.004392
487.000000	0.004388
486.000000	0.004362
485.000000	0.004102
484.000000	0.004257
483.000000	0.004298
482.000000	0.004351
481.000000	0.004360
480.000000	0.004472
479.000000	0.004479
478.000000	0.004703
477.000000	0.004448
476.000000	0.004180
475.000000	0.004670
474.000000	0.004736
473.000000	0.004475
472.000000	0.004469
471.000000	0.004763
470.000000	0.004939
469.000000	0.005067
468.000000	0.005092
467.000000	0.004823
466.000000	0.005091
465.000000	0.005098
464.000000	0.005244
463.000000	0.005239
462.000000	0.005081
461.000000	0.005411
460.000000	0.005901
459.000000	0.006059
458.000000	0.005778
457.000000	0.005892
456.000000	0.005845
455.000000	0.005637
454.000000	0.006114
453.000000	0.006170
452.000000	0.005994
451.000000	0.006486
450.000000	0.006088
449.000000	0.006275
448.000000	0.006636
447.000000	0.006584
446.000000	0.006697
445.000000	0.006962
444.000000	0.006826
443.000000	0.007060
442.000000	0.007080
441.000000	0.007007
440.000000	0.007010
439.000000	0.007410
438.000000	0.006971
437.000000	0.007159
436.000000	0.007153
435.000000	0.007446
434.000000	0.007259
433.000000	0.007702
432.000000	0.007723
431.000000	0.007741
430.000000	0.007869
429.000000	0.008079
428.000000	0.008020
427.000000	0.008352
426.000000	0.008497
425.000000	0.007985
424.000000	0.008557
423.000000	0.008277
422.000000	0.008343
421.000000	0.007224
420.000000	0.007502
419.000000	0.007430
418.000000	0.007612
417.000000	0.007805
416.000000	0.008011
415.000000	0.007818
414.000000	0.007483
413.000000	0.007883
412.000000	0.008096
411.000000	0.007885
410.000000	0.008375
409.000000	0.008468
408.000000	0.008550
407.000000	0.008586
406.000000	0.008619
405.000000	0.008853
404.000000	0.008968
403.000000	0.008831
402.000000	0.009257
401.000000	0.009474
400.000000	0.009457
399.000000	0.009563
398.000000	0.009786
397.000000	0.009961
396.000000	0.010136
395.000000	0.010321
394.000000	0.010683
393.000000	0.010835
392.000000	0.010591
391.000000	0.011082
390.000000	0.011341
